Customer Code,Business Name,Owner Name,Phone Number,Customer Type,Channel Type,Residential Type,Latitude,Longitude,Location,Created At
SW344,OSUDOKU HEALTH CENTER,Yvonne,233241906885,Retailer,Public Health Facility,Urban,6.0915714,-0.1922936,Osudoku,2019-11-24 17:18:06
SW345,PANTANG HOSPITAL,Rosemary,233244717036,Retailer,Public Health Facility,Urban,5.714764,-0.186892,Pantang,2019-11-24 17:20:17
SW346,LOWER DODOWA CHPS,Hamdia,233243786566,Retailer,Public Health Facility,Urban,5.880803,-0.105371,Dodowa,2019-11-24 17:22:38
SW347,WEIJA GBAWE MUNICIPAL HOSPITAL,Stephanie,233243808391,Retailer,Public Health Facility,Urban,5.5655245,-0.2895968,Weija Gbawe,2019-11-24 17:28:09
SW348,PUBLIC HEALTH NURSING SCH CLINIC,Deborah,233243377388,Retailer,Public Health Facility,\N,0.0,0.0,Weija,2019-11-24 17:32:48
SW349,TAIFA POLYCLINIC,Cynthia,233543099786,Retailer,Public Health Facility,Urban,5.668292,-0.252957,Taifa,2019-11-24 17:33:49
SW350,KOFIKOPE CHPS,Sabina,233249543782,Retailer,Public Health Facility,\N,0.0,0.0,Ningo,2019-11-24 17:34:48
SW351,JAMES TOWN MATERNITY,portia,1,Retailer,Private Health Facility,Urban,5.5408649,-0.2159037,James Town,2019-11-24 17:36:16
SW352,MADINA POLYCLINIC,Delight,233244748442,Retailer,Public Health Facility,Urban,5.678814,-0.167323,Madina,2019-11-25 00:29:43
SW353,OGBOJO POLYCLINIC,Abigail Naa,233208414533,Retailer,Public Health Facility,Urban,5.666385,-0.144704,ogbojo,2019-11-25 00:31:22
SW354,GA CENTRAL CLINIC,Ayesha,1,Retailer,Public Health Facility,Urban,5.6039517,-0.2718224,Sowutuom,2019-11-25 00:33:52
SW355,OBOM HEALTH CENTER,mabel quaye,233241435004,Retailer,Public Health Facility,Urban,5.7358837,-0.4396370,obom,2019-11-25 00:36:15
SW356,CRADDLE CARE,Gladys,233208124252,Retailer,Private Health Facility,Urban,5.6328067,-0.1005178,Spintex,2019-11-25 00:38:16
SW357,TULAKU HEALTH CENTER,Gifty,233241888546,Retailer,Public Health Facility,Urban,5.687650,-0.026123,Ashiaman,2019-11-25 00:40:36
SW358,ABOKOBI HEALTH CENTER,Norah boadi,233244154761,Retailer,Public Health Facility,Urban,5.7351513,-0.2044215,Abokobi,2019-11-25 04:43:01
SW359,ASHAIMAN POLYCLINIC,Jemima,233243716084,Retailer,Public Health Facility,Urban,5.6863265,-0.0400088,Ashiaman,2019-11-25 04:45:37
SW360,PRAMPRAM POLYCLINIC,sottie,233246812231,Retailer,Public Health Facility,Urban,5.7127908,-0.1113613,prampram,2019-11-25 04:48:01
SW361,FRAFRAHA HEALTH CENTER,mabel,233557163143,Retailer,Public Health Facility,Urban,5.717109,-0.160041,Frafraha,2019-11-25 04:49:25
SW362,ODUMAM POLYCLINIC,ivy dela,233243153690,Retailer,Public Health Facility,Urban,5.6420416,-0.3302489,Oduman,2019-11-25 04:50:48
SW363,TOKPO CHPS,Addo linda,233544035205,Retailer,Public Health Facility,\N,0.0,0.0,tokpo,2019-11-25 04:52:14
SW364,OSUWEM CHPS,Rosemary,233248552245,Retailer,Public Health Facility,\N,0.0,0.0,Shai hills,2019-11-25 04:53:43
SW365,USSHER POLYCLINIC,Ayishetu,233549752689,Retailer,Public Health Facility,Urban,5.5403500,-0.2127116,Bukom,2019-11-25 04:55:04
SW366,DAWA CHPS,Paulina,233024493947,Retailer,Public Health Facility,\N,0.0,0.0,Dawa,2019-11-25 04:56:31
WT208,AQUAI ALLAH HEALTH CENTER,Ramatu Mohammed,233240592799,Retailer,Public Health Facility,\N,0.0,0.0,Aquai Allah,2019-11-25 13:09:15
NS/MT250,AKROFUOM HEALTH CENTER,CHARLOTTE NTIRIWAA,233243956433,Retailer,Public Health Facility,Urban,6.123659,-1.653781,ADANSI SOUTH,2019-11-25 20:16:34
NS/MT251,OBUASI MUNICIPAL HOSPITAL,NANA AKYAA AGYEMANG BADU,233244893143,Retailer,Public Health Facility,Urban,6.2033113,-1.684733,OBUASI MUNICIPAL,2019-11-25 20:19:31
NS/MT252,ABOFUOR HEALTH CENTER,Francisca Antwi Attaa Konadu,233242354302,Retailer,Public Health Facility,Urban,7.1354022,-1.7319828,Abofour,2019-11-25 20:23:55
NS/MT253,AKATRESO HEALTH CENTER,NANCY ANTWIWAA,233241772223,Retailer,Public Health Facility,\N,0.0,0.0,ADANSI SOUTH,2019-11-25 20:25:52
NS/MT254,BRYANT MISSION HOSPITAL,YVONNE ANTHONY,233246478002,Retailer,Private Health Facility,Urban,6.1916699,-1.6459296,OBUASI MUNICIPAL,2019-11-25 20:32:20
NS/MT255,APATRAPA HEALTH CENTER,PRISCILLA OFORI,233055377659,Distributor,Public Health Facility,Urban,6.710510,-1.682568,KWADASO,2019-11-25 20:36:01
NS/MT256,CENTRAL MARKET HEALTH CENTER,SAEEDA ASOPPIAH,233243372650,Retailer,Public Health Facility,\N,0.0,0.0,OBUASI,2019-11-25 20:42:55
NS/MT257,OFFINSO HOSPITAL,GLORIA MATIAS,233244455752,Retailer,Public Health Facility,Urban,6.937676,-1.6725864,OFFINSO,2019-11-25 20:46:17
NS/MT258,KWAMANG HEALTH CENTER,REGINA,,Retailer,Public Health Facility,Urban,7.0646583,-1.4018192,SEKYERE CENTRAL,2019-11-25 21:01:31
NS/MT259,BIEMSO NO. 2 CHPS,DORCAS,233244094096,Retailer,Pharmacy,\N,0.0,0.0,AHAFO ANO SOUTH,2019-11-25 21:04:01
NS/MT260,ATOBIASE HEALTH CENTER,NANG RAINA,233209116289,Retailer,Public Health Facility,Rural,66552828,-11068045,AMANSIE CENTRAL,2019-11-25 21:07:20
NS/MT261,MPASAASO HEALTH CENTER,REBECCA,233248710841,Retailer,Public Health Facility,\N,0.0,0.0,AHAFO ANO SOUTH,2019-11-25 21:19:33
NS/MT262,SEKYEDUMADE GOVERNMENT HOSPITAL,MARFOWAA GEORGINA,233541415266,Retailer,Public Health Facility,Rural,7.678898,-1.5648765,EJURA SEKYEDUMADE,2019-11-25 21:24:02
NS/MT263,DABRA CAMP CHPS,GRACE MENSAH,233244530443,Retailer,Public Health Facility,\N,0.0,0.0,ATWIMA MPONUA,2019-11-25 21:27:25
NS/MT264,BOAMANG HEALTH CENTER,PHILOMENA,233208402816,Retailer,Public Health Facility,Urban,6.7308869,-1.6190964,Boamang,2019-11-25 21:41:39
NS/MT265,PATRIENSA HEALTH CENTER,EVA ODURO,233246834908,Retailer,Public Health Facility,Urban,6.9061652,-1.2684649,ASANTE AKYEM CENTRAL,2019-11-25 21:43:22
NS/MT266,JUANSA POLYCLINIC,VASTY ATUAHENE,233245502763,Retailer,Public Health Facility,Urban,6.9061652,-1.2684649,ASANTE AKYEM NORTH,2019-11-25 21:44:52
SW367,DOME COMMUNITY CLINIC,pearl,233241127157,Retailer,Public Health Facility,Urban,5.652770,-0.237340,Dome,2019-11-27 06:46:24
NS/MT267,AMANTENAMAN HEALTH CENTER,LINDA,233243010243,Retailer,Public Health Facility,\N,0.0,0.0,ASANTE AKIM NORTH,2019-11-27 20:06:07
NS/MT268,ATWEREBANA CHPS,JUSTINA,233205815256,Retailer,Public Health Facility,\N,0.0,0.0,ADANSI SOUTH,2019-11-27 20:09:28
NS/MT269,BAREKESE HEALTH CENTER,JOANA DEDE,233243118107,Retailer,Public Health Facility,Periurban,6.8584348,-1.7344555,Barekese,2019-11-27 20:11:47
NS/MT270,KMA CLINIC,LYDIA,233208183531,Retailer ,Public Health Facility,Rural,6.685451,-1.623249,ADUM,2019-11-27 20:15:17
NS/MT271,KENYASI HEALTH CENTER,MAVIS,233243340125,Retailer,Public Health Facility,Urban,6.785079,-1.566550,KWABRE EAST,2019-11-27 20:30:43
NS/MT272,NEW EDUBIASE HOSPITAL,CHRISTIANA ABABIO,233245490903,Retailer,Public Health Facility,Rural,6.06179,-1.39415,New Edubiase,2019-11-27 20:55:44
NS/MT273,KYENKYENKURA CHPS,CYNTHIA YEBOAH,233548832418,Retailer ,Public Health Facility,Rural,0.0,0.0,EJURA SEKYEDUMADE,2019-11-27 20:58:54
NS/MT274,KASAAM CHPS,HELINA,233249088113,Retailer,Public Health Facility,\N,0.0,0.0,KWABRE EAST,2019-11-27 21:02:39
NS/MT275,SUBRISO HEALTH CENTER,JUDITH,233240593917,Retailer,Public Health Facility,\N,0.0,0.0,AHAFO ANO SOUTB,2019-11-27 21:07:55
NS/MT276,DADEASE HEALTH CENTER,RHODA,233248019340,Retailer ,Public Health Facility,Rural,6.883929,-1.362379,DADEASE KUMAWU RD,2019-11-27 21:10:34
NS/MT277,ONWE GOVERNMENT HOSPITAL,GIFTY,233240926487,Retailer,Public Health Facility,Urban,6.4702715,-1.6392289,EJISU JUABENG,2019-11-27 21:14:04
NS/MT278,NKAWIE  HOSPITAL,ROSE DARLING,233249853817,Retailer,Public Health Facility,Periurban,6.6644194,-1.8108705,ATWIMA NWABIAGYA,2019-11-27 21:17:42
NS/MT279,KYEKYEBIASE CHPS,VERONICA,233543004000,Retailer,Public Health Facility,Urban,6.6847,-1.1469,ASANTE AKYIM,2019-11-27 21:58:47
NS/MT280,KROBO DADEASE HEALTH CENTER,ROBERTA,0247000908,Retailer ,Public Health Facility,Rural,7.074773,-1.423299,KROBO DADEASE,2019-11-27 22:03:51
NS/MT281,SABRONUM HEALTH CENTER,FLORENCE,,Retailer,\N,\N,0.0,0.0,AHAFO ANO SOUTH,2019-11-27 22:07:22
NS/MT282,ANYIMOSI HEALTH CENTER,ANITA SERWAA,233557260638,Retailer,Public Health Facility,\N,0.0,0.0,SEKYERE AFRAM PLAINS,2019-11-27 22:17:44
NS/MT283,AHENKRO HEALTH CENTER,MAYFAIR,233542861271,Retailer ,Public Health Facility,Urban,6.871972,-1.640978,AHENKRO,2019-11-27 22:25:12
NS/MT284,ASUBOA HEALTH CENTER,CONSTANCE,233242863982,Retailer,Public Health Facility,Urban,6.5819308,-1.0409277,Asubua,2019-11-27 22:27:50
NS/MT285,BOMPATA HEALTH CENTER,CHARLOTTE,233249755436,Retailer,Public Health Facility,Periurban,6.66727,-1.08393,Bompata,2019-11-27 22:30:37
NS/MT286,BEPOSO HEALTH CENTER,DOROTHY,233243083107,Retailer,Public Health Facility,Urban,6.985187,-1.354495,Nsuta Beposo,2019-11-27 22:37:38
NS/MT287,POKUKROM HEALTH CENTER,NAOMI BAYOR,0248810687,Distributor,Public Health Facility,Rural,7.003445,-1.952256,POKUKROM BECHEM ROAD,2019-11-27 22:55:03
NS/MT288,NUMERESO HEALTH CENTER,FATIMA ALHASSAN,233244128667,Retailer,Public Health Facility,\N,0.0,0.0,AMANSIE CENTRAL,2019-11-27 23:00:12
SW368,AZIA CHPS,Azumah,233246725092,Retailer,Public Health Facility,\N,0.0,0.0,Nkwanta,2019-12-12 06:38:18
SW369,JUAPONG HEALTH CENTER,shine,233244979859,Retailer,Public Health Facility,\N,0.0,0.0,juapong,2019-12-12 06:41:15
SW370,SOGAKOPE HOSPITAL,Elorm,,Retailer,Public Health Facility,\N,0.0,0.0,Sogakope,2019-12-12 06:49:14
SW371,SHIA HEALTH CENTRE,Agnes,233207489730,Retailer,Public Health Facility,\N,0.0,0.0,Shia,2019-12-12 06:50:49
SW372,PEKI GOVT HOSPITAL,Cormfort,233240040386,Retailer,Public Health Facility,\N,0.0,0.0,Peki,2019-12-12 06:52:14
SW373,ANLOGA HEALTH CENTER,Akorli,233244459255,Retailer,Public Health Facility,\N,0.0,0.0,Anloga,2019-12-12 06:53:32
SW374,HAVE HEALTH CENTER,Azornu,233246015542,Retailer,Public Health Facility,\N,0.0,0.0,Have,2019-12-12 06:54:44
SW375,LENTE WUTEI CHPS,Katawu,233245721557,Retailer,Public Health Facility,\N,0.0,0.0,Lente,2019-12-12 06:56:07
SW376,KRACHI WEST HOSPITAL,Lawson,233240541592,Retailer,Public Health Facility,\N,0.0,0.0,Krachi,2019-12-12 06:57:30
SW377,DOVE HEALTH CENTRE,DOKU A. REBECCA,233248642429,Retailer,Pharmacy,\N,0.0,0.0,CENTRAL TOGNU,2019-12-12 13:31:22
SW378,ADZOEKOE HEALTH CENTRE,GLORIA AFETOR,233249529951,Retailer,Pharmacy,\N,0.0,0.0,SOUTH DAYI,2019-12-12 13:33:38
SW379,AVENOR HEALTH CENTRE,BENNEDICTA ABLA GAWU,233243101904,Retailer,Pharmacy,\N,0.0,0.0,KETU SOUTH,2019-12-12 13:36:07
SW380,KLAFE HEALTH CENTRE,VIVIAN E. DELETSU,233543326419,Retailer,Pharmacy,\N,0.0,0.0,HO MUNICIPAL,2019-12-12 13:38:23
SW381,TWEESO CHPS,ERNELIS ATUTORNU,233245829982,Retailer,Pharmacy,\N,0.0,0.0,KRACHI WEST,2019-12-12 13:41:31
SW382,SOGAKOPE DISTRICT HOSPITAL,ANAYALI LAWASI,233542642954,Retailer,Pharmacy,\N,0.0,0.0,SOUTH TOGNU,2019-12-12 13:46:57
SW383,SIBI CENTRAL CHPS ZONE,EMELIA ETORNAM TEGBE,233541535388,Retailer,Pharmacy,\N,0.0,0.0,NKWANTA NORTH,2019-12-12 13:49:42
SW384,HOHOE MUNICIPAL HOSPITAL,GBEMU WORLASI,233555729747,Retailer,Pharmacy,\N,0.0,0.0,HOHOE MUNICIPAL,2019-12-12 13:51:47
SW385,KRACHI WEST DISTRICT HOSPITAL,BERNICE HONORE TENDRAGO,233245313241,Retailer,Pharmacy,\N,0.0,0.0,KRACHI WEST DISTRICT,2019-12-12 13:56:52
SW386,KUTE HEALTH CENTRE,EUNICE AMETORWODUFIA,233545165008,Retailer,Pharmacy,\N,0.0,0.0,JASIKAN,2019-12-12 13:59:23
SW387,VE-GOLO KUAFI HEALTH CENTRE,ETHEL SAANEYE,233245125460,Retailer,Pharmacy,\N,0.0,0.0,AFADZATO SOUTH,2019-12-12 14:04:01
SW388,DODO-AMANFRAM HEALTH CENTRE,DZINYEIA REBECCA,233545707220,Retailer,Pharmacy,\N,0.0,0.0,KADIELOR,2019-12-12 14:07:02
SW389,AMEDZOPE HEALTH CENTRE,VIDA OPARE,233249960312,Retailer,Pharmacy,\N,0.0,0.0,HO WEST,2019-12-12 14:08:38
SW390,GRUBI HEALTH CENTRE,ATSAKPO NANCY NORKPLIM,233543794397,Retailer,Pharmacy,\N,0.0,0.0,KRACHI NOHUMUNI,2019-12-12 14:11:00
SW391,DADETO CHPS,GLADYS AFI AVORGBEDOR,233248293325,Retailer,Pharmacy,\N,0.0,0.0,KRACHI EAST,2019-12-12 14:13:15
SW392,VOLO HEALTH CENTRE,BRAKO SHARON,233240114200,Retailer,Pharmacy,\N,0.0,0.0,NORTH TOGNU,2019-12-12 14:15:57
SW393,DEKPOR CHPS,SEWORDOR ADRIAMA,233249155372,Retailer,Pharmacy,\N,0.0,0.0,KETU NORTH,2019-12-12 14:18:34
SW394,ADIDOME HOSPITAL,GIFTY OFORIWA,233241078323,Retailer,Pharmacy,\N,0.0,0.0,ADIDOME,2019-12-12 14:23:24
SW395,NKWANTA HEALTH CENTRE,NAA ADJEI FREDA,233244249564,Retailer,Pharmacy,\N,0.0,0.0,NKWANTA SOUTH,2019-12-12 14:26:03
SW396,KETA MUNICIPAL HOSPITAL,MATILDA BAAH,233540398539,Retailer,Pharmacy,\N,0.0,0.0,KETA MUNICIPAL,2019-12-12 14:27:48
SW397,WORAWORA GOVERNMENT HOSPITAL,GIFTY ANTHONY,233547824895,Retailer,Pharmacy,\N,0.0,0.0,WORAWORA BIAKAYE,2019-12-12 14:30:15
SW398,AWATE HEALTH CENTRE,STELLA AKAKPO,233246751169,Retailer,Pharmacy,\N,0.0,0.0,NORTH DAYI,2019-12-12 14:32:49
SW399,KWAMEKROM HEALTH CENTRE,STELLA DZOGBEWU,233242013145,Retailer,Pharmacy,\N,0.0,0.0,BIAKOYE,2019-12-12 14:35:13
SW400,ANYAKO HEALTH CENTRE,ESTHER ESENAM ATSU,233242370059,Retailer,Pharmacy,\N,0.0,0.0,KETA MUNICIPAL,2019-12-12 14:36:59
SW401,KETU SOUTH MUNICIPAL HOSPITAL,JANET BONNEY,233247912862,Retailer,Pharmacy,\N,0.0,0.0,KETU SOUTH,2019-12-12 14:38:58
SW402,AVE-DAKPA HEALTH CENTRE,HERRIETTA VORSAH,233243057631,Retailer,Pharmacy,\N,0.0,0.0,AKATSI NORTH,2019-12-12 14:41:19
SW403,LIKPE BRALE HEALTH CENTRE,ELIZABETH MENSAH,233245261146,Retailer,Pharmacy,\N,0.0,0.0,HOHOE SUB-DISTRICT,2019-12-12 14:45:32
SW404,GADZA HEALTH CENTRE,JANET ACQUAH,233249415962,Retailer,Pharmacy,Urban,7.0162922,0.3197434,KPANDO DISTRICT,2019-12-12 14:47:37
SW405,ZIOPE HEALTH CENTRE,EUNICE BOANEN,233247815571,Retailer,Pharmacy,\N,0.0,0.0,AGOTIME ZIOPE,2019-12-12 14:49:52
SW406,OFOCU  CHPS ZONE,PATIENCE A. ASHIADEY,233243343479,Retailer,Pharmacy,\N,0.0,0.0,NKWANTA SOUTH,2019-12-12 15:56:37
SW407,HO MUNICIPAL HOSPITAL,FRANCISCA ADZANKU,233247740198,Retailer,Pharmacy,\N,0.0,0.0,HO,2019-12-12 15:59:22
SW408,NUTIFAFA HEALTH CENTRE,AWATSEY AUGUSTINA,233248433177,Distributor,Pharmacy,\N,0.0,0.0,ADAKLU,2019-12-12 16:04:39
SW409,KEDZI HEALTH CENTRE,GUMENU PEACE AFI,233246648088,Retailer,Pharmacy,\N,0.0,0.0,KETA,2019-12-12 16:07:00
SW410,VOLTA REGIONAL HEALTH DIRECTORATE,CATHERINE OBOSU,233249380680,Retailer,Pharmacy,\N,0.0,0.0,HO,2019-12-12 16:10:24
SW411,KPETOE HEALTH CENTRE,ADELA JERVIS,233246848673,Retailer,Pharmacy,\N,0.0,0.0,AGOTIME -KPETOE,2019-12-12 16:17:57
SW412,KPEDZE HEALTH CENTRE,MERRY OMAWUTA,233247824825,Retailer,Pharmacy,\N,0.0,0.0,HO-WEST,2019-12-12 16:22:48
SW413,AKATSI DISTRICT HOSPITAL,WINNER AMA,233543862979,Retailer,Pharmacy,\N,0.0,0.0,AKATSI - NORTH,2019-12-12 16:28:36
SW414,AKANIEM CHPS,MIRIAM APREKU,233248636654,Retailer,Pharmacy,\N,0.0,0.0,KRACHI NOHUMURU,2019-12-12 16:32:54
SW415,DANBOI HEALTH CENTRE,PATIENCE AGBLA,233240251472,Retailer,Pharmacy,\N,0.0,0.0,KRACHI EAST,2019-12-12 16:35:11
SW416,DABALA HEALTH CENTER,Gifty,233248105105,Retailer,Public Health Facility,Urban,5.9864122,0.6762461,Dabala,2019-12-12 17:12:58
SW417,EGON GERMAN CLINIC,Eben,233246936443,Retailer,Private Health Facility,Urban,5.612555,-0.214304,Abelemkpe,2019-12-12 19:42:50
NS/MT289,ANYIMA HEALTH CENTER,ELVA OWUSU,233244106510,Retailer,Public Health Facility,\N,0.0,0.0,KINTAMPO SOUTH,2019-12-14 15:28:44
NS/MT290,PREMUASE CHPS,CECILIA TULA,233245828510,Retailer,Public Health Facility,\N,0.0,0.0,SENE EAST,2019-12-14 15:33:31
NS/MT291,KWAME DANSO HOSPITAL,GEORGINA,233241095977,Retailer,Public Health Facility,\N,0.0,0.0,SENE WEST,2019-12-14 15:38:43
NS/MT292,ZEZERA HEALTH CENTER,DORIS AGYEMANG,233245341342,Retailer,Public Health Facility,\N,0.0,0.0,JAMAN SOUTH,2019-12-14 15:41:29
NS/MT293,ASUNSU NO. 1 CHPS,HARRIET KYEREMEH,233241676806,Retailer,Public Health Facility,\N,0.0,0.0,DORMAA MUNICIPAL,2019-12-14 15:47:04
NS/MT294,PARAMBO HEALTH CENTER,IVY BOTWEY,233508724941,Retailer,Public Health Facility,\N,0.0,0.0,PRU EAST,2019-12-14 15:50:36
NS/MT295,PRANG HEALTH CENTER,ELIZABETH YEBOAH,233243406197,Retailer,Public Health Facility,\N,0.0,0.0,PRU WEST,2019-12-14 15:54:25
NS/MT296,JINIJINI HEALTH CENTER,LYDIA AMEYAA,233244472543,Retailer,Public Health Facility,\N,0.0,0.0,BEREKUM WEST,2019-12-14 15:57:44
NS/MT297,BUSUAMA HEALTH CENTER,ADELINE YEBAOH,233540571705,Retailer,Public Health Facility,\N,0.0,0.0,KINTAMPO NORTH,2019-12-14 16:01:01
NS/MT298,AKUMA HEALTH CENTER,RITA AMPONSAH,233541355921,Retailer,Public Health Facility,\N,0.0,0.0,NKORANZA SOUTB,2019-12-14 16:07:10
NS/MT299,BOASE CHPS,MAVIS ASIEDU,233243434105,Retailer,Public Health Facility,\N,0.0,0.0,BANDA DISTRICT,2019-12-14 16:11:26
NS/MT300,JATO ZONGO CHPS,ABIGAIL KOOMSON,233248408906,Retailer,Public Health Facility,\N,0.0,0.0,ATEBUBU MUNICIPAL,2019-12-14 16:14:25
NS/MT301,ABESIM HEALTH CENTER,AGNES,233242071144,Retailer,Public Health Facility,\N,0.0,0.0,SUNYANI MUNICIPAL,2019-12-14 16:16:43
NS/MT302,APENEMADI CHPS,HANNAH YEBOAH,233201884909,Retailer,Public Health Facility,\N,0.0,0.0,ASUTIFI SOUTH,2019-12-14 16:20:27
NS/MT303,DROBOSO HEALTH CENTER,OLIVIA NIMO,233207286186,Retailer,Public Health Facility,\N,0.0,0.0,WENCHI MUNICIPAL,2019-12-14 16:24:35
NS/MT304,ADAA CHPS,PATRICIA BOATENG,233553670325,Retailer,Public Health Facility,\N,0.0,0.0,TANO SOUTH,2019-12-14 16:30:33
NS/MT305,YEFRI HEALTH CENTER,REBECCA,233249301251,Retailer,Public Health Facility,\N,0.0,0.0,NKORANZA NORTH,2019-12-14 16:33:30
NS/MT306,TAIN DISTRICT HOSPITAL,CATHERINE BAIDOO,233541831103,Retailer,Public Health Facility,\N,0.0,0.0,TAIN DISTRICT,2019-12-14 16:37:05
NS/MT307,GOKA HEALTH CENTER,GRACE BOAKYE,233240036833,Retailer,Public Health Facility,\N,0.0,0.0,JAMAN NORTH,2019-12-14 16:39:46
NS/MT308,KONIMASE CHPS,LILIAN,233243353816,Retailer,Public Health Facility,\N,0.0,0.0,TECHIMAN MUNICIPAL,2019-12-14 16:43:09
NS/MT309,TECHIRE HEALTH CENTER,LINDA SAMPENE,233242317689,Retailer,Public Health Facility,\N,0.0,0.0,TANO NORTH,2019-12-14 16:45:51
NS/MT310,NAMESUA CHPS,BEREKUM MUNICIPAL,233207703551,Retailer,Public Health Facility,\N,0.0,0.0,BEREKUM EAST,2019-12-14 16:50:31
NS/MT311,AHAFO KENYASI HEALTH CENTER,MARY BONSU,233246010415,Retailer,Public Health Facility,\N,0.0,0.0,ASUTIFI NORTH,2019-12-14 16:54:26
NS/MT312,KRAKROM HEALTH CENTER,BARBARA,233241946908,Retailer,Public Health Facility,\N,0.0,0.0,DORMAA WEST,2019-12-14 16:57:20
NS/MT313,TUOBODOM HEALTH CENTER,BEATRICE ADUKO,233243650938,Retailer,Public Health Facility,\N,0.0,0.0,TECHIMAN NORTH,2019-12-14 17:00:40
NS/MT314,NSUATRE HEALTH CENTER,DORCAS ADU,233542611554,Retailer,Public Health Facility,\N,0.0,0.0,SUNYANI WEST,2019-12-14 17:03:24
WT209,DIASO HEALTH CENTER,Linda,233544416960,Distributor,Public Health Facility,Periurban ,6.15293,-2.15154,Diaso,2019-12-15 20:53:19
WT210,UNIVERSITY OF CAPE COAST HOSPITAL,Mr Thomas,233244977860,Retailer ,Public Health Facility,Urban,5.10523,-1.28300,cape coast,2019-12-15 20:56:13
WT211,YIWABRA HEALTH CENTER,Madan Veronica,233243360666,Retailer,\N,\N,0.0,0.0,Yiwabra,2019-12-15 21:07:48
WT212,SEKYERE HEMAN CHPS,Felicity,233247760274,Retailer,Public Health Facility,Urban,5.19122,-1.56616,Sekyere Heman,2019-12-15 21:14:48
NS/MT315,PPAG KUMASI,ASAMOAH,233264864099,Retailer,Private Health Facility,\N,6.7666441,-1.61492,SUAME,2019-12-16 18:05:36
NS/MT316,ACHERENSUA HEALTH CENTER,DORCAS OFORIWAA,233244121150,Retailer,Public Health Facility,\N,0.0,0.0,ASUTIFI SOUTH,2019-12-16 21:48:51
NS/MT317,KAJAI CHPS,MARGARET AMANKWAA,233553959689,Retailer,Public Health Facility,\N,0.0,0.0,PRU EAST,2019-12-16 22:09:49
NS/MT318,OFFUMAN HEALTH CENTER,FATIMA ALI,233249006751,Retailer,Public Health Facility,\N,0.0,0.0,TECHIMAN NORTH,2019-12-16 22:14:31
NS/MT319,BROSANKRO HEALTH CENTER,ADUSE POKUAA ABENA,233249716368,Retailer,Public Health Facility,\N,0.0,0.0,TANO SOUTH,2019-12-16 22:20:48
NS/MT320,AKRODIE HEALTH CENTER,FRANCISCA SERWAA,233249824943,Retailer,Public Health Facility,\N,0.0,0.0,ASUNAFO SOUTH,2019-12-16 22:22:14
NS/MT321,MPATASIE CHPS,LYDIA AMPOMAA,233249605500,Retailer,Public Health Facility,\N,0.0,0.0,BEREKUM MUNICIPAL,2019-12-16 22:23:39
NS/MT322,KRAKYEKROM CHPS,MAVIS OPPONG,233201242779,Retailer,Public Health Facility,\N,0.0,0.0,ASUTIFI NORTH,2019-12-16 22:25:09
NS/MT323,AHYIAYEM HEALTH CENTER,RAHINATU ABDULAI,233244872756,Retailer,Public Health Facility,\N,0.0,0.0,NKORANZA SOUTH,2019-12-16 22:27:05
NS/MT324,KAJAJI HEALTH CENTER,LINDA DOAMEKPOR,233242549281,Retailer,Public Health Facility,\N,0.0,0.0,SENE EAST,2019-12-16 22:29:03
NS/MT325,GONASUA HEALTH CENTER,JOANA OFORI,233542858927,Retailer,Public Health Facility,\N,0.0,0.0,JAMAN SOUTH,2019-12-16 22:30:50
NS/MT326,YAMFO HEALTH CENTER,BOATEMAA OPOKU,233208299124,Retailer,Public Health Facility,\N,0.0,0.0,TANO NORTH,2019-12-16 22:32:40
NS/MT327,BANDA AHENKRO HEALTH CENTER,BERTHA KYEREMAA,233549065233,Retailer,Public Health Facility,\N,0.0,0.0,BANDA,2019-12-16 22:34:16
NS/MT328,WATCHMAN CHPS,DORIS ASIRIFI,233243014356,Retailer,Public Health Facility,\N,0.0,0.0,SUNYANI MUNICIPAL,2019-12-16 22:35:54
NS/MT329,TADIESO CHPS,HENRIETTA DALUGU,233240390443,Retailer,Public Health Facility,\N,0.0,0.0,TECHIMAN MUNICIPAL,2019-12-16 22:37:28
NS/MT330,AMANTEN HEALTH CENTER,MERCY OSEI,233246540186,Retailer,Public Health Facility,\N,0.0,0.0,ATEBUBU AMNTEN,2019-12-16 22:38:54
NS/MT331,SANKORE HEALTH CENTER,SALOMEY DARKOA,233542617372,Retailer,Public Health Facility,\N,0.0,0.0,ASUNAFO SOUTH,2019-12-16 22:40:32
NS/MT332,DORMAA AKWAMU HEALTH CENTER,MONICA MENSAH,233242111395,Retailer,Public Health Facility,\N,0.0,0.0,DORMAA EAST,2019-12-16 22:42:20
NS/MT333,LASSI HEALTH CENTER,DORA OPARTEH,233245319825,Retailer,Public Health Facility,\N,0.0,0.0,SENE WEST,2019-12-16 22:43:39
NS/MT334,GOVERNMENT MATERNITY HOME,JEROMINA DERY,233242204109,Retailer,Public Health Facility,\N,0.0,0.0,WENCHI,2019-12-16 22:46:50
NS/MT335,KOFIASUA HEALTH CENTER,FREDA YEABOAH,233242177588,Retailer,Public Health Facility,\N,0.0,0.0,DORMAA,2019-12-16 22:48:08
NS/MT336,ADADIEM HEALTH CENTER,ESTHER AGYEMANG,233545259291,Retailer,Public Health Facility,\N,0.0,0.0,JAMAN NORTH,2019-12-16 22:50:49
